record_id,timestamp,equipment_id,plant_zone,process_type,material_batch_id,ambient_temperature_c,ambient_humidity_pct,dsc_heat_flow_mw,sample_temperature_c,reference_temperature_c,thermal_gradient_c,heating_rate_c_min,cooling_rate_c_min,infrared_mean_temp_c,infrared_max_temp_c,thermal_hotspot_area_pct,phase_transition_onset_c,phase_transition_peak_c,transition_enthalpy_j_g,heat_dissipation_rate_w,sensor_voltage_v,sensor_current_ma,vibration_level_mm_s,mqtt_latency_ms,packet_loss_pct,edge_cpu_usage_pct,rolling_noise_index,anomaly_score,remaining_useful_life_h,fault_type,fault_state,maintenance_required
4158,2025-01-15 10:25:00,CAL-008,Materials-QC,energy_storage_testing,BATCH-2157,30.16,59.86,87.78,83.51,81.97,1.54,8.27,6.23,91.61,100.36,4.57,57.78,67.55,78.08,73.06,3.305,44.19,0.689,48.2,0,40.13,0.059,0.135,852.1,none,Normal,0
4159,2025-01-15 10:30:00,CAL-004,Materials-QC,chemical_processing,BATCH-8710,26.58,50.02,74.0,132.11,131.65,0.46,10.6,6.38,134.61,147.9,2.25,102.84,116.45,72.74,64.12,3.307,39.72,0.511,29.43,0.35,50.12,0.102,0.034,1025.5,none,Normal,0
4160,2025-01-15 10:35:00,CAL-009,Reactor-Line-A,material_characterization,BATCH-9085,28.02,48.09,67.92,104.16,101.58,2.58,8.91,5.8,106.02,116.03,6.82,79.54,90.79,69.73,68.26,3.23,37.46,0.813,42.95,0.55,47.07,0.019,0.166,956.9,none,Normal,0
4161,2025-01-15 10:40:00,CAL-020,Battery-Lab,thermal_manufacturing,BATCH-9550,28.37,73.7,114.22,205.92,198.91,7.01,11.24,3.91,212.52,235.0,20.55,166.74,184.02,122.7,41.56,3.315,58.3,1.054,59.67,2.3,70.01,0.226,0.334,693.8,sensor_drift,Warning,1
4162,2025-01-15 10:45:00,CAL-013,Polymer-Unit,energy_storage_testing,BATCH-6976,31.27,53.88,95.6,78.1,75.79,2.31,9.65,6.14,84.42,94.06,2.04,60.74,77.54,88.16,47.7,3.292,54.56,1.411,40.17,2.1,40.7,0.006,0.137,727.3,none,Normal,0
4163,2025-01-15 10:50:00,CAL-024,Reactor-Line-A,thermal_manufacturing,BATCH-3975,26.79,55.94,79.57,181.46,179.09,2.37,10.9,5.61,186.25,193.55,6.0,168.0,178.89,68.53,61.31,3.269,46.44,0,45.96,0,38.76,0.062,0.121,1025.6,none,Normal,0
4164,2025-01-15 10:55:00,CAL-005,Materials-QC,chemical_processing,BATCH-2621,27.15,58.51,160.92,166.9,156.82,10.08,12.65,4.81,174.24,205.45,38.67,106.78,127.27,184.78,34.81,3.207,76.66,3.453,94.36,5.25,69.25,0.405,0.702,283.3,severe_overheating,Critical,1
4165,2025-01-15 11:00:00,CAL-024,Thermal-Manufacturing,thermal_manufacturing,BATCH-9032,28.45,52.3,151.39,203.42,196.98,6.44,12.92,3.64,206.28,241.35,20.32,161.98,174.13,123.72,50.68,3.253,60.38,2.737,64.55,5.76,58.37,0.388,0.482,355.0,minor_phase_transition_shift,Warning,1
4166,2025-01-15 11:05:00,CAL-013,Polymer-Unit,polymer_curing,BATCH-4363,23.02,53.66,127.95,149.4,145.14,4.26,9.99,5.99,153.67,161.85,10.08,124.97,140.47,104.5,59.69,3.352,57.88,1.456,51.85,0.57,39.97,0.179,0.188,870.3,none,Normal,0
4167,2025-01-15 11:10:00,CAL-024,Reactor-Line-A,polymer_curing,BATCH-1348,27.15,59.97,107.85,148.82,146.78,2.04,9.36,5.59,157.43,168.35,4.83,119.31,135.16,84.44,76.38,3.348,47.04,0.747,29.82,1.56,30.4,0.102,0.151,782.2,none,Normal,0
4168,2025-01-15 11:15:00,CAL-008,Reactor-Line-A,polymer_curing,BATCH-2732,27.94,52.28,102.34,148.43,147.07,1.36,10.08,3.7,149.84,164.22,1.37,120.04,133.05,80.3,58.21,3.284,43.2,1.311,35.1,1.38,37.55,0.05,0.155,1006.8,none,Normal,0
4169,2025-01-15 11:20:00,CAL-028,Reactor-Line-B,energy_storage_testing,BATCH-2509,26.68,47.61,81.08,85.7,83.93,1.77,7.16,5.66,91.01,101.55,5.74,55.0,64.92,87.04,68.51,3.359,40.18,0.078,30.93,0,40.61,0.016,0.052,917.8,none,Normal,0
4170,2025-01-15 11:25:00,CAL-003,Polymer-Unit,thermal_manufacturing,BATCH-9085,26.0,51.05,97.19,190.36,190.13,0.23,9.54,6.42,197.97,206.02,14.18,165.32,180.75,106.72,56.97,3.318,48.41,0.821,63.76,0.37,51.75,0,0.169,1023.9,none,Normal,0
4171,2025-01-15 11:30:00,CAL-023,Polymer-Unit,energy_storage_testing,BATCH-2921,28.1,47.77,164.35,115.96,111.32,4.64,12.02,4.76,125.61,162.86,26.09,56.37,73.32,152.36,52.03,3.219,63.87,3.253,85.8,6.59,75.01,0.288,0.554,581.7,minor_phase_transition_shift,Warning,1
4172,2025-01-15 11:35:00,CAL-028,Polymer-Unit,thermal_manufacturing,BATCH-7627,27.18,46.65,168.69,199.8,194.7,5.1,8.05,5.97,207.6,241.12,26.52,159.0,176.63,115.57,64.11,3.266,58.74,3.139,64.32,1.7,46.7,0.272,0.426,590.8,incipient_overheating,Warning,1
4173,2025-01-15 11:40:00,CAL-018,Reactor-Line-B,energy_storage_testing,BATCH-4388,28.36,44.46,120.0,87.96,85.46,2.5,8.23,5.46,91.72,103.52,12.57,58.79,72.73,88.21,65.3,3.283,49.92,1.282,64.85,3.58,62.3,0.128,0.219,787.0,none,Normal,0
4174,2025-01-15 11:45:00,CAL-013,Thermal-Manufacturing,polymer_curing,BATCH-5130,28.83,67.21,156.84,190.97,182.67,8.3,14.79,5.17,197.41,227.67,44.63,127.55,149.61,168.88,38.21,3.239,77.92,3.167,98.66,4.82,63.68,0.508,0.692,421.4,phase_transition_irregularity,Critical,1
4175,2025-01-15 11:50:00,CAL-002,Reactor-Line-A,material_characterization,BATCH-7894,27.02,47.09,139.83,108.38,104.48,3.9,15.41,6.09,114.64,143.51,34.04,76.04,92.17,149.22,45.98,3.243,67.23,3.142,79.2,4.08,70.02,0.247,0.5,507.4,sensor_drift,Warning,1
4176,2025-01-15 11:55:00,CAL-029,Materials-QC,polymer_curing,BATCH-1137,26.78,39.18,195.11,171.33,168.17,3.16,17.64,4.6,188.11,213.24,24.15,123.95,149.5,180.42,60.15,3.214,74.38,3.673,95.02,6.76,73.67,0.327,0.555,109.3,heat_dissipation_failure,Critical,1
4177,2025-01-15 12:00:00,CAL-023,Materials-QC,material_characterization,BATCH-6520,26.56,45.32,103.13,78.97,76.71,2.26,9.51,5.72,81.67,91.99,5.27,83.15,101.07,97.51,70.22,3.279,58.33,1.107,60.45,1.85,31.98,0.137,0.17,931.0,none,Normal,0
4178,2025-01-15 12:05:00,CAL-028,Materials-QC,polymer_curing,BATCH-9230,23.93,59.78,116.34,143.96,140.69,3.27,10.06,5.01,150.15,168.21,23.37,123.82,140.69,88.96,59.0,3.249,57.28,2.089,64.08,2.98,46.66,0.097,0.309,723.1,none,Normal,0
4179,2025-01-15 12:10:00,CAL-009,Thermal-Manufacturing,material_characterization,BATCH-5283,23.69,48.27,114.2,90.91,87.76,3.15,11.19,7.61,93.73,112.54,13.3,77.64,90.92,104.31,62.71,3.248,59.36,0.648,59.32,1.04,45.47,0.202,0.191,927.4,none,Normal,0
4180,2025-01-15 12:15:00,CAL-015,Reactor-Line-B,thermal_manufacturing,BATCH-7796,24.29,41.06,92.36,194.6,193.75,0.85,9.27,6.29,199.24,215.21,9.95,162.79,175.06,78.13,77.05,3.307,49.77,1.151,39.92,1.72,43.62,0.127,0.206,880.3,none,Normal,0
4181,2025-01-15 12:20:00,CAL-021,Polymer-Unit,thermal_manufacturing,BATCH-5901,29.34,50.93,104.72,194.87,190.17,4.7,10.36,6.66,202.78,216.91,26.58,164.11,175.48,65.42,61.14,3.265,57.19,1.976,44.31,3.11,36.21,0.236,0.382,815.4,none,Normal,0
4182,2025-01-15 12:25:00,CAL-008,Reactor-Line-A,energy_storage_testing,BATCH-3982,27.88,47.81,118.87,111.1,104.41,6.69,15.65,2.3,121.27,148.87,37.39,61.51,82.74,146.24,28.47,3.222,81.67,4.14,100.42,6.03,61.16,0.43,0.742,325.6,severe_overheating,Critical,1
4183,2025-01-15 12:30:00,CAL-019,Polymer-Unit,material_characterization,BATCH-2157,27.77,53.6,177.56,120.19,117.31,2.88,9.62,5.79,129.95,188.8,36.67,81.78,96.13,110.18,57.76,3.254,67.49,1.298,79.13,5.71,76.69,0.254,0.582,537.6,incipient_overheating,Warning,1
4184,2025-01-15 12:35:00,CAL-029,Polymer-Unit,energy_storage_testing,BATCH-6742,27.66,46.36,164.98,105.46,99.94,5.52,9.04,2.9,111.66,136.22,11.98,61.6,82.88,183.11,52.64,3.228,57.2,2.384,76.06,5.19,58.1,0.245,0.431,368.5,sensor_drift,Warning,1
4185,2025-01-15 12:40:00,CAL-021,Polymer-Unit,chemical_processing,BATCH-5136,23.75,48.74,141.51,159.91,154.91,5.0,15.31,2.84,170.71,193.15,32.43,104.95,123.74,124.0,57.31,3.275,77.07,2.756,78.92,3.42,70.34,0.325,0.447,484.5,incipient_overheating,Warning,1
4186,2025-01-15 12:45:00,CAL-028,Reactor-Line-B,thermal_manufacturing,BATCH-1022,31.59,61.6,99.97,182.01,179.73,2.28,11.16,5.98,188.28,217.55,10.19,162.22,180.22,125.3,55.16,3.275,55.1,1.681,71.2,2.14,39.29,0.172,0.364,853.3,none,Normal,0
4187,2025-01-15 12:50:00,CAL-020,Materials-QC,material_characterization,BATCH-4768,31.79,51.32,208.5,127.75,120.93,6.82,16.19,5.05,138.41,181.24,41.68,84.0,107.71,93.47,64.1,3.261,74.37,4.962,78.3,5.68,55.78,0.246,0.743,292.1,heat_dissipation_failure,Critical,1
4188,2025-01-15 12:55:00,CAL-003,Reactor-Line-A,chemical_processing,BATCH-1683,27.16,51.58,101.6,131.95,127.91,4.04,9.78,5.63,139.77,156.51,9.86,102.3,115.66,105.39,60.2,3.293,47.9,0.564,53.67,1.27,61.07,0.252,0.234,819.6,none,Normal,0
4189,2025-01-15 13:00:00,CAL-027,Thermal-Manufacturing,thermal_manufacturing,BATCH-9895,26.74,62.6,97.28,166.43,163.18,3.25,10.08,6.67,170.76,175.42,11.19,167.41,189.12,42.77,64.5,3.262,50.7,1.183,47.67,1.26,56.41,0.043,0.148,877.0,none,Normal,0
4190,2025-01-15 13:05:00,CAL-004,Battery-Lab,chemical_processing,BATCH-4401,30.49,47.25,158.63,166.26,161.62,4.64,14.88,3.81,176.62,202.95,52.64,106.06,124.76,110.03,35.57,3.243,70.06,2.826,81.87,5.4,69.52,0.503,0.674,465.5,heat_dissipation_failure,Critical,1
4191,2025-01-15 13:10:00,CAL-015,Reactor-Line-A,thermal_manufacturing,BATCH-5331,29.12,59.93,134.31,185.47,182.75,2.72,8.1,5.73,188.93,198.67,25.26,168.15,186.17,103.78,51.29,3.293,47.12,2.944,76.48,3.64,46.72,0.316,0.331,743.9,reduced_heat_dissipation,Warning,1
4192,2025-01-15 13:15:00,CAL-015,Reactor-Line-B,energy_storage_testing,BATCH-5140,28.07,51.38,159.06,99.86,92.79,7.07,17.55,3.78,103.79,143.07,19.4,63.13,81.69,109.61,48.76,3.255,60.83,2.392,90.62,4.24,63.8,0.358,0.495,340.1,sensor_drift,Warning,1
4193,2025-01-15 13:20:00,CAL-018,Polymer-Unit,polymer_curing,BATCH-7058,27.5,49.52,166.01,176.42,170.68,5.74,13.48,3.98,180.18,215.57,23.46,124.6,146.9,104.33,46.65,3.252,63.69,3.53,103.73,1.24,53.94,0.275,0.575,518.8,minor_phase_transition_shift,Warning,1
4194,2025-01-15 13:25:00,CAL-018,Materials-QC,polymer_curing,BATCH-1930,27.82,62.46,96.1,122.85,120.14,2.71,5.97,4.57,133.51,139.57,9.15,129.56,143.6,98.86,73.52,3.291,42.89,1.116,31.71,2.54,38.75,0.071,0.15,914.7,none,Normal,0
4195,2025-01-15 13:30:00,CAL-001,Battery-Lab,polymer_curing,BATCH-5190,24.7,50.09,101.0,148.28,147.98,0.3,9.13,4.78,143.57,151.66,10.75,122.77,141.36,78.84,66.87,3.321,41.02,0.731,54.33,0.39,44.15,0.292,0.076,917.0,none,Normal,0
4196,2025-01-15 13:35:00,CAL-015,Polymer-Unit,polymer_curing,BATCH-9408,31.43,52.99,162.69,162.43,154.82,7.61,18.2,4.89,167.14,190.1,34.39,128.98,152.94,169.21,44.45,3.211,65.83,4.105,84.81,4.96,63.0,0.41,0.625,359.1,incipient_overheating,Warning,1
4197,2025-01-15 13:40:00,CAL-018,Reactor-Line-B,energy_storage_testing,BATCH-3729,28.01,50.42,105.61,87.35,84.27,3.08,8.99,4.62,89.49,101.86,6.78,56.82,71.89,98.25,70.5,3.277,40.32,0.615,43.37,2.15,39.4,0.114,0.165,992.2,none,Normal,0
4198,2025-01-15 13:45:00,CAL-001,Thermal-Manufacturing,energy_storage_testing,BATCH-5757,28.42,58.41,91.48,85.22,83.56,1.66,10.73,3.88,90.95,106.55,7.86,62.5,79.29,93.21,77.84,3.263,44.57,1.222,44.12,1.16,45.34,0.051,0.201,888.7,none,Normal,0
4199,2025-01-15 13:50:00,CAL-022,Battery-Lab,energy_storage_testing,BATCH-3190,28.1,41.02,177.44,102.72,98.01,4.71,17.5,4.03,112.69,133.4,40.09,62.44,84.59,81.94,42.01,3.264,69.3,2.079,80.55,3.1,53.72,0.426,0.477,265.9,reduced_heat_dissipation,Warning,1
4200,2025-01-15 13:55:00,CAL-003,Battery-Lab,polymer_curing,BATCH-1587,29.65,66.64,84.04,159.59,154.35,5.24,8.89,4.52,162.98,189.91,17.03,123.27,135.36,125.89,59.54,3.231,46.47,2.144,60.0,1.56,49.67,0.312,0.411,703.0,incipient_overheating,Warning,1
4201,2025-01-15 14:00:00,CAL-025,Materials-QC,chemical_processing,BATCH-5107,23.88,50.11,76.92,119.15,117.11,2.04,6.65,4.71,122.31,138.78,2.91,103.03,117.3,60.8,69.75,3.269,36.77,1.642,35.59,2.65,42.56,0.074,0.2,920.7,none,Normal,0
4202,2025-01-15 14:05:00,CAL-018,Battery-Lab,energy_storage_testing,BATCH-3433,26.65,46.18,86.23,72.0,70.39,1.61,7.04,6.16,75.48,80.66,3.46,57.52,65.21,47.75,84.55,3.224,43.15,0.782,26.96,0.46,52.21,0.063,0.086,819.5,none,Normal,0
4203,2025-01-15 14:10:00,CAL-029,Polymer-Unit,thermal_manufacturing,BATCH-3824,29.91,52.32,158.49,208.53,201.54,6.99,11.38,4.22,217.85,232.22,25.66,163.05,183.48,121.69,48.81,3.254,67.79,4.054,81.49,5.14,55.94,0.204,0.488,237.6,sensor_drift,Warning,1
4204,2025-01-15 14:15:00,CAL-020,Reactor-Line-B,energy_storage_testing,BATCH-6709,28.74,56.47,115.13,87.67,83.23,4.44,12.44,2.13,91.52,113.31,21.93,58.74,73.69,123.8,79.49,3.28,49.89,1.774,67.26,3.15,53.5,0.276,0.305,602.8,sensor_drift,Warning,1
4205,2025-01-15 14:20:00,CAL-007,Materials-QC,material_characterization,BATCH-3800,33.46,64.28,162.69,153.66,146.81,6.85,13.97,4.46,160.01,172.52,52.95,78.31,99.18,250.22,47.33,3.21,81.23,3.583,80.32,5.88,68.44,0.355,0.648,297.0,heat_dissipation_failure,Critical,1
4206,2025-01-15 14:25:00,CAL-006,Battery-Lab,energy_storage_testing,BATCH-9946,27.81,44.4,109.41,87.21,85.84,1.37,10.42,5.68,86.49,92.63,5.14,57.42,69.21,56.95,60.38,3.289,44.9,1.667,47.64,1.63,48.83,0.216,0.243,972.7,none,Normal,0
4207,2025-01-15 14:30:00,CAL-008,Battery-Lab,polymer_curing,BATCH-4881,27.05,40.39,97.98,138.66,137.27,1.39,10.42,6.95,140.4,155.39,10.55,119.73,134.48,65.98,76.35,3.358,49.05,0,37.08,0,41.62,0.032,0.148,1036.1,none,Normal,0
4208,2025-01-15 14:35:00,CAL-007,Materials-QC,energy_storage_testing,BATCH-3335,26.26,53.28,118.6,89.7,86.04,3.66,13.22,3.94,94.0,103.83,14.74,57.76,70.38,53.96,66.5,3.267,49.91,1.256,33.34,3.91,52.25,0.157,0.29,930.8,none,Normal,0
4209,2025-01-15 14:40:00,CAL-016,Polymer-Unit,energy_storage_testing,BATCH-6365,26.21,60.92,132.4,77.84,74.02,3.82,13.56,5.79,81.77,93.8,9.69,58.7,73.66,120.15,67.29,3.258,55.59,1.63,63.66,1.62,59.47,0.235,0.163,908.9,none,Normal,0
4210,2025-01-15 14:45:00,CAL-012,Battery-Lab,chemical_processing,BATCH-3097,31.35,46.74,91.26,122.49,120.15,2.34,12.99,6.32,125.36,139.77,0,100.96,114.74,70.64,74.58,3.33,45.47,0.456,37.51,1.12,40.98,0.064,0.172,1100.0,none,Normal,0
4211,2025-01-15 14:50:00,CAL-013,Thermal-Manufacturing,energy_storage_testing,BATCH-5388,28.72,53.28,131.19,95.96,92.19,3.77,11.19,7.24,103.08,120.0,29.97,57.74,73.81,111.38,65.75,3.259,47.78,1.314,47.57,2.79,49.32,0.162,0.37,663.6,none,Normal,0
4212,2025-01-15 14:55:00,CAL-009,Battery-Lab,energy_storage_testing,BATCH-9769,29.81,48.02,100.48,79.75,77.39,2.36,9.24,4.28,86.18,103.67,17.54,58.99,76.75,104.84,63.34,3.284,52.26,1.588,62.12,2.23,47.47,0.139,0.267,744.8,none,Normal,0
4213,2025-01-15 15:00:00,CAL-028,Battery-Lab,energy_storage_testing,BATCH-6606,29.31,61.08,82.75,72.66,69.46,3.2,4.74,6.68,74.75,74.41,9.19,54.86,67.42,31.84,70.09,3.312,49.67,1.389,46.15,2.65,46.04,0.081,0.122,950.1,none,Normal,0
4214,2025-01-15 15:05:00,CAL-014,Reactor-Line-A,chemical_processing,BATCH-5997,27.72,48.35,100.09,133.41,131.37,2.04,7.48,6.83,136.67,137.37,1.53,99.83,114.28,69.84,56.46,3.341,33.36,0.427,33.44,0,33.66,0.138,0.058,935.7,none,Normal,0
4215,2025-01-15 15:10:00,CAL-010,Polymer-Unit,energy_storage_testing,BATCH-7240,29.13,57.43,257.13,119.86,110.4,9.46,16.4,3.42,133.35,137.47,44.91,63.56,86.08,119.83,47.12,3.186,82.3,6.451,116.7,5.73,70.34,0.41,0.647,66.1,severe_overheating,Critical,1
4216,2025-01-15 15:15:00,CAL-008,Thermal-Manufacturing,material_characterization,BATCH-7403,29.29,44.5,103.55,108.25,104.96,3.29,8.98,5.16,113.38,118.19,7.41,78.05,94.98,85.29,75.65,3.256,54.53,0.946,49.36,0,28.75,0.13,0.12,1062.3,none,Normal,0
4217,2025-01-15 15:20:00,CAL-025,Polymer-Unit,polymer_curing,BATCH-2724,31.65,63.57,135.85,151.82,146.45,5.37,12.33,6.09,158.43,185.76,19.42,122.82,141.17,51.99,69.0,3.287,64.53,2.144,48.44,3.71,61.07,0.217,0.43,685.1,reduced_heat_dissipation,Warning,1
4218,2025-01-15 15:25:00,CAL-028,Thermal-Manufacturing,polymer_curing,BATCH-1731,29.5,60.77,113.18,138.35,138.49,-0.14,7.52,6.98,140.56,140.97,0,125.33,134.3,61.54,65.35,3.307,43.08,0.404,34.35,2.02,25.11,0.065,0.048,894.7,none,Normal,0
4219,2025-01-15 15:30:00,CAL-011,Reactor-Line-B,polymer_curing,BATCH-1188,28.45,49.17,82.82,124.38,121.76,2.62,10.92,3.79,129.55,144.65,1.01,120.49,136.07,81.25,64.46,3.32,46.75,1.278,32.09,0.39,33.71,0.088,0.104,925.4,none,Normal,0
4220,2025-01-15 15:35:00,CAL-027,Battery-Lab,thermal_manufacturing,BATCH-3934,27.9,43.13,180.96,189.96,184.37,5.59,14.31,5.28,196.66,242.17,32.08,163.87,180.14,118.37,30.36,3.225,65.56,2.952,80.09,5.26,53.15,0.283,0.621,460.5,sensor_drift,Warning,1
4221,2025-01-15 15:40:00,CAL-004,Battery-Lab,chemical_processing,BATCH-2372,27.87,51.29,80.84,130.63,127.23,3.4,7.57,6.31,133.11,153.55,13.86,102.93,113.95,68.95,52.41,3.264,48.23,0.853,57.22,2.14,42.52,0.012,0.216,943.6,none,Normal,0
4222,2025-01-15 15:45:00,CAL-006,Reactor-Line-A,energy_storage_testing,BATCH-6698,25.08,54.65,119.7,89.48,86.21,3.27,9.61,5.72,96.37,109.05,19.99,57.64,69.21,79.91,49.22,3.308,61.19,1.643,69.2,3.57,52.42,0.168,0.351,670.2,reduced_heat_dissipation,Warning,1
4223,2025-01-15 15:50:00,CAL-015,Materials-QC,energy_storage_testing,BATCH-8890,27.88,57.73,124.04,109.5,104.34,5.16,17.17,2.96,115.39,153.48,18.79,56.91,83.79,162.95,46.81,3.235,79.69,4.144,79.55,6.66,62.17,0.38,0.673,313.1,severe_overheating,Critical,1
4224,2025-01-15 15:55:00,CAL-025,Reactor-Line-A,energy_storage_testing,BATCH-3211,29.74,62.02,179.63,108.16,100.64,7.52,16.93,3.68,110.0,159.01,26.73,64.9,89.08,141.91,53.26,3.23,74.62,4.2,100.06,4.84,68.62,0.39,0.659,358.5,severe_overheating,Critical,1
4225,2025-01-15 16:00:00,CAL-028,Polymer-Unit,chemical_processing,BATCH-1663,26.01,55.28,114.42,129.39,125.09,4.3,9.14,3.89,133.85,159.96,11.61,101.58,113.69,111.33,71.6,3.289,42.18,2.002,61.6,1.67,43.61,0.215,0.401,839.4,none,Normal,0
4226,2025-01-15 16:05:00,CAL-003,Battery-Lab,polymer_curing,BATCH-7725,27.49,48.62,237.18,179.94,172.1,7.84,14.09,3.33,188.61,235.26,28.67,127.53,151.23,211.8,49.01,3.241,76.18,3.673,105.28,4.55,68.22,0.424,0.733,220.3,phase_transition_irregularity,Critical,1
4227,2025-01-15 16:10:00,CAL-029,Materials-QC,thermal_manufacturing,BATCH-1590,30.14,48.99,108.08,184.9,181.99,2.91,9.43,4.3,185.84,203.54,2.59,165.25,177.46,99.01,60.0,3.28,41.77,1.686,48.26,2.55,42.62,0.097,0.21,742.4,none,Normal,0
4228,2025-01-15 16:15:00,CAL-028,Thermal-Manufacturing,chemical_processing,BATCH-3034,26.6,43.81,78.48,125.37,124.98,0.39,8.36,5.57,130.27,146.62,5.26,99.04,110.36,55.2,84.24,3.28,50.35,0.434,32.45,1.19,42.86,0.223,0.089,951.2,none,Normal,0
4229,2025-01-15 16:20:00,CAL-008,Reactor-Line-A,thermal_manufacturing,BATCH-1648,29.27,49.42,174.02,201.96,197.35,4.61,17.14,3.76,208.35,224.35,8.55,168.0,192.65,163.59,41.19,3.233,70.49,3.439,78.47,6.65,64.53,0.35,0.471,388.3,minor_phase_transition_shift,Warning,1
4230,2025-01-15 16:25:00,CAL-009,Battery-Lab,chemical_processing,BATCH-2560,26.55,51.84,125.58,143.56,136.41,7.15,16.03,3.97,146.15,160.86,21.17,101.2,122.22,104.83,49.99,3.269,61.1,2.203,73.42,2.31,68.22,0.295,0.361,446.8,minor_phase_transition_shift,Warning,1
4231,2025-01-15 16:30:00,CAL-016,Thermal-Manufacturing,chemical_processing,BATCH-6196,27.0,47.66,111.38,112.56,108.34,4.22,8.61,5.45,115.73,142.98,1.53,101.26,113.94,72.78,77.11,3.296,55.86,2.267,50.7,1.94,55.44,0.172,0.286,791.6,none,Normal,0
4232,2025-01-15 16:35:00,CAL-026,Thermal-Manufacturing,thermal_manufacturing,BATCH-9577,28.03,56.51,127.59,194.96,191.66,3.3,9.1,6.98,201.56,220.51,6.39,164.93,177.62,76.13,82.71,3.299,43.78,0.931,33.59,1.18,38.63,0.063,0.274,958.3,none,Normal,0
4233,2025-01-15 16:40:00,CAL-024,Reactor-Line-B,energy_storage_testing,BATCH-8705,30.13,72.43,148.52,81.84,77.83,4.01,13.33,5.43,85.25,104.89,22.36,61.92,74.5,90.11,58.6,3.203,54.69,2.37,71.23,3.13,53.2,0.149,0.372,580.6,minor_phase_transition_shift,Warning,1
4234,2025-01-15 16:45:00,CAL-008,Polymer-Unit,polymer_curing,BATCH-2781,28.59,65.85,151.04,154.43,150.37,4.06,13.96,3.43,158.07,174.28,23.95,121.64,142.23,134.8,46.19,3.233,67.84,3.298,78.5,4.25,67.31,0.213,0.452,352.1,minor_phase_transition_shift,Warning,1
4235,2025-01-15 16:50:00,CAL-003,Thermal-Manufacturing,polymer_curing,BATCH-7703,25.27,60.18,120.79,155.5,151.98,3.52,14.69,6.76,165.77,186.41,24.54,122.65,139.21,74.25,63.18,3.303,54.05,1.274,48.27,2.26,38.33,0.135,0.319,797.7,none,Normal,0
4236,2025-01-15 16:55:00,CAL-013,Materials-QC,polymer_curing,BATCH-1609,27.76,59.66,138.8,172.41,170.13,2.28,11.0,5.4,177.23,192.77,10.05,125.9,139.15,78.39,53.81,3.24,64.54,3.091,82.18,1.65,36.3,0.272,0.312,771.9,reduced_heat_dissipation,Warning,1
4237,2025-01-15 17:00:00,CAL-001,Polymer-Unit,energy_storage_testing,BATCH-8820,26.15,57.95,95.67,75.7,73.92,1.78,6.28,5.57,78.95,80.57,4.55,60.93,77.27,74.85,95.66,3.226,43.78,1.14,47.32,0.15,40.11,0.005,0.09,887.5,none,Normal,0
4238,2025-01-15 17:05:00,CAL-013,Polymer-Unit,thermal_manufacturing,BATCH-7170,26.47,50.42,98.5,196.34,192.14,4.2,15.0,4.97,204.79,231.05,23.03,168.5,183.34,98.82,58.28,3.288,60.4,1.292,42.93,3.87,43.85,0.215,0.335,674.0,none,Normal,0
4239,2025-01-15 17:10:00,CAL-013,Reactor-Line-A,chemical_processing,BATCH-4498,29.79,53.82,119.62,150.43,144.08,6.35,10.83,6.09,156.58,184.96,5.94,104.32,118.65,93.69,60.45,3.307,54.14,0.92,60.6,0.06,48.87,0.219,0.287,857.3,none,Normal,0
4240,2025-01-15 17:15:00,CAL-011,Materials-QC,material_characterization,BATCH-7314,28.31,49.64,102.52,111.77,106.62,5.15,13.57,4.3,121.55,137.7,22.62,78.51,98.68,62.32,54.51,3.228,70.52,2.096,47.25,2.91,48.19,0.145,0.342,686.4,minor_phase_transition_shift,Warning,1
4241,2025-01-15 17:20:00,CAL-012,Reactor-Line-B,chemical_processing,BATCH-7694,32.08,70.56,207.71,147.44,138.62,8.82,17.64,3.72,154.18,191.92,62.84,104.38,127.0,177.89,34.63,3.226,82.8,2.951,89.78,7.6,69.87,0.491,0.783,9.4,compound_thermal_instability,Critical,1
4242,2025-01-15 17:25:00,CAL-013,Materials-QC,energy_storage_testing,BATCH-4661,29.82,35.74,138.74,93.64,91.39,2.25,12.94,5.45,96.91,109.64,19.47,56.83,73.74,131.9,61.84,3.311,45.43,1.333,47.34,1.46,44.09,0.068,0.231,706.6,none,Normal,0
4243,2025-01-15 17:30:00,CAL-006,Polymer-Unit,energy_storage_testing,BATCH-2463,29.32,56.06,148.9,81.54,77.65,3.89,6.89,5.14,89.41,113.05,17.36,52.26,70.62,129.36,56.66,3.279,57.33,1.323,60.28,3.24,69.67,0.101,0.268,959.5,none,Normal,0
4244,2025-01-15 17:35:00,CAL-030,Polymer-Unit,energy_storage_testing,BATCH-8308,26.1,47.6,99.3,86.58,84.9,1.68,6.69,6.59,85.19,99.17,10.93,59.34,72.97,77.9,63.76,3.275,46.64,1.15,27.84,1.21,48.98,0.116,0.204,956.5,none,Normal,0
4245,2025-01-15 17:40:00,CAL-006,Materials-QC,polymer_curing,BATCH-9796,29.63,48.27,170.87,183.92,176.01,7.91,15.71,3.08,193.77,237.61,50.2,130.31,151.85,169.32,35.21,3.225,73.11,4.733,100.77,5.52,67.29,0.502,0.829,42.3,phase_transition_irregularity,Critical,1
